name,city,kind,item_id,place_id,google_name,google_category,raw_status,status
Into the Woods,Old City,Cafe,67dbb8204c5a803673f3d106,ChIJP--oF5c62jAR94Dk9kP9tw0,Into the Woods,Cafe,OPERATIONAL,Open
Itnig Cafe,Poblenou,Cafe,6667f39d6a52d785ab6f46df,ChIJpShTALmjpBIRr0RMPI0u4XA,Itnig Café,Coffee Shop,OPERATIONAL,Open
Itnig Coworking,Poblenou,Coworking Space,6667f39dfc62869767822cd0,ChIJ65zV4sKipBIRjf6IZkZZpsQ,Itnig Coworking,Coworking Space,OPERATIONAL,Open
Itt Várlak,District 5,Cafe,669a23496fdc1972db6b8707,ChIJyfVSQwDFQUcRw-86c-UbEEk,Itt Várlak - Specialty Coffee,Restaurant,CLOSED_PERMANENTLY,PERMANENTLY CLOSED
Ivy Cafe,Ubud,Cafe,65fa86d0e0379bf78d5247bc,ChIJw9fc4vw90i0RJsghm1LDzSk,Ivy Cafe,Cafe,OPERATIONAL,Open
J Hornig Kaffeebar,Neubau,Cafe,6676cf052abfbef196fc89e5,ChIJqfEt740HbUcRE8NQlWMKEfE,J. Hornig Kaffeebar,Cafe,OPERATIONAL,Open
JOE & THE JUICE 801 Lexington Ave,Manhattan,Cafe,6840bf2684f557d9f0837ab4,ChIJ8T-DP-9YwokRYQrL1bbb1pg,JOE & THE JUICE,Juice shop,OPERATIONAL,Open
Jelajah Coffee Gili Trawangan,Gili Trawangan,Cafe,6613fb7f1e3567ebe829cd12,ChIJ12iLopbdzS0RWQNt-BWsAwE,Jelajah Coffee Gili Trawangan,Coffee Shop,CLOSED_TEMPORARILY,Temporarily closed
Jelajah Coffee Kuta,Kuta,Cafe,6619cfabb0e7d37fe24f9224,ChIJRzXocpKpzS0RMzuUQH-mvBs,Jelajah Coffee Kuta,Cafe,OPERATIONAL,Open
Jiboia Studio,Ajuda,Coworking Space,68a2fa2903f08bf14606d2f3,ChIJY50I7jXLHg0RoSOVKkbcU4k,Jiboia Studio,Coworking space,OPERATIONAL,Open
Joe's Bar,Jardim do Mar,Cafe,67d6559425c4c8e6544510ee,ChIJ93qNyjtSYAwRKP_RD7srwPs,Joe's Bar,Bar & grill,OPERATIONAL,Open
Jonas Reindl Coffee Roasters Alsergrund,Alsergrund,Cafe,6676cf05e2f7aa2056c0092e,ChIJDbD-L7wHbUcRkOB0QT93fJg,Jonas Reindl Coffee Roasters,Coffee Shop,OPERATIONAL,Open
Jonas Reindl Coffee Roasters Josefstadt,Josefstadt,Cafe,6676cf06a56a3a9ca5a86d38,ChIJa-QFmD4HbUcRmSVcqBE3PXw,Jonas Reindl Coffee Roasters,Cafe,OPERATIONAL,Open
Jonas Reindl Coffee Roasters Neubau,Neubau,Cafe,6676cf06800e7ce0353e7198,ChIJg6qwRZgHbUcR-S5SjKjN-DA,Jonas Reindl Coffee Roasters,Coffee Shop,OPERATIONAL,Open
Jones the Grocer Dusit Thani Hotel,Trade Centre,Cafe,67d0057fac035010a7c1c08b,ChIJPWxKK4ZCXz4RTMTshoIOmK4,jones the grocer Dusit Thani Hotel,Australian restaurant,OPERATIONAL,Open
KAFFEIN home base,Innere Stadt,Cafe,67dbb82f68b145495a7cd801,ChIJpXYnaqMHbUcRz9sbooKarOA,KAFFEIN home base,Coffee shop,OPERATIONAL,Open
KAPTÁR coworking,District 6,Coworking Space,669a2349996baedf02aa3917,ChIJY6XEAmvcQUcRtSyVXwT54t0,"KAPTÁR coworking - közösségi iroda, tárgyaló bérlés, workshop helyszín",Coworking Space,OPERATIONAL,Open
KARIA Coworking,Kuta,Coworking Space,682f68ce3f5caf1d9b1fff69,ChIJlagOZYWpzS0RqrMwFD-zYW8,KARIA Coworking,Coworking space,OPERATIONAL,Open
KOKOS Kitchen & Bar,Medewi,Cafe,6809d00b709fce94fc706d8c,ChIJ5aSSzsLX0y0RloqOAXOJlfk,KOKOS Kitchen & Bar,Restaurant,OPERATIONAL,Open
KUDO (by hxi),Schwabing,Coworking Space,688cc1e525829eac2efe0cee,ChIJs2c9rKN1nkcR-wTN3Ig8cvg,KUDO (by hxi),Coworking space,CLOSED_PERMANENTLY,PERMANENTLY CLOSED
KURUMI - Healthy Vegan Food & Desserts,My An,Cafe,67dbb823ef5a30fcd3257d6a,ChIJJUh90s0XQjERlFHyk531H1M,KURUMI - Healthy Vegan Food & Desserts,Vegan restaurant,OPERATIONAL,Open
Kaffe 16,City Centre,Cafe,664d01f9ebf0715a6b27df3e,ChIJhZAZW5tJzDERoApOdwOoOgo,Kaffe 16,Cafe,OPERATIONAL,Open
Kafê Djan Djan,Mindelo,Cafe,676736d0943bc7a565c7f9b5,ChIJi4-bMd8fTwkRMbFQF0jTi_0,Kafê Djan Djan,Coffee shop,OPERATIONAL,Open
Kaif Deli & Restaurant,Chaloklum,Cafe,6784e214dad4a33d2f896f69,ChIJtwZoMYsDVTARsZQD3iQUgf4,Kaif,Restaurant,OPERATIONAL,Open
Kaizen Coffee Ekamai,Ekkamai,Cafe,674b37a0e281a34da8daf3fa,ChIJgQ0MLEye4jARHJXN1f_K5a0,Kaizen Coffee Ekamai,Cafe,OPERATIONAL,Open
Kalm​ Village​ Chiang Mai,Old City,Cafe,67dbb821507d6795321a8d07,ChIJLbX7JJI72jARhFaSmKv7fS0,Kalm​ Village​ Chiang Mai,,OPERATIONAL,Open
Kanso Coffee Lab,Altstadt-Lehel,Cafe,66c1ffe7d6f79a015a526223,ChIJu8rtL6h1nkcR4EhxOW81hBc,KANSO COFFEE LAB,Coffee Shop,OPERATIONAL,Open
Karma Kafe,Srithanu,Cafe,6784e21b5a861705e4831fac,ChIJwTJPet8BVTAROH53yDK3Ug0,Karma Kafe,Vegetarian restaurant,CLOSED_PERMANENTLY,PERMANENTLY CLOSED
Karya CoWorking,Berawa,Coworking Space,65fa86d0e0379bf78d5245b1,ChIJ6fBvIpg50i0R8764BCFFN60,B Work Bali,Coworking Space,OPERATIONAL,Open
Kastner Kommunity Cafe,District 8,Cafe,67dbb82021ae962504f35855,ChIJG0oDfozdQUcRMvyTfUW21gU,Kastner Kommunity,Coffee shop,OPERATIONAL,Open
Kastner Kommunity Coworking,District 8,Coworking Space,67dbb81f504f03ad3bff4643,ChIJG0oDfozdQUcRMvyTfUW21gU,Kastner Kommunity,Coffee shop,OPERATIONAL,Open
Kavana Procaffe,Spinut,Cafe,67dbb82d5203d0ff237913ce,ChIJ_Yikv_FdNRMR11pqmNUGmM8,Kavana Procaffe,Cafe,OPERATIONAL,Open
Kawisari Farm Shop Bali,Canggu,Cafe,68a2fa2ada4c4a5087adda9f,ChIJH21JAz5H0i0R9xl0tIvpu1w,Kawisari Coffee Farm Shop & Eatery Bali,Cafe,OPERATIONAL,Open
Kayu Cafe and Restaurant,Gili Trawangan,Cafe,6613fb81dda321d23ab5d00f,ChIJ4fITFv_dzS0RNcUbLBl8Tq0,Kayu Cafe and Restaurant,Cafe,OPERATIONAL,Open
Keep Banana,Sendling,Cafe,66c1ffe7c2f1bc92ad2e4c52,ChIJgyheZnDfnUcRdY8QD4t1SIE,Keep Banana Coffee & Gelato,Ice Cream Shop,OPERATIONAL,Open
Kelp Coworking Space Ericeira,Central,Coworking Space,67dbb8306a5781d34f54a7bf,ChIJB6gPC10nHw0RcRvqZe4q9OY,Kelp Coworking Space Ericeira,Coworking space,OPERATIONAL,Open
Kembali Innovation Hub,Seminyak,Coworking Space,6631c9dab3a10a2206c20839,ChIJvwMejyNH0i0RGqoZ478wf8Y,Kembali Innovation Hub,Coworking Space,OPERATIONAL,Open
Kenza Cafe & Restaurant,Kuta,Cafe,6613fb82988813fc04886269,ChIJjUIwWCuozS0RYMQ5nRsAdjg,Kenza Cafe & Restaurant Kuta Lombok,Restaurant,OPERATIONAL,Open
Kiez Kaffee Kraft,Prenzlauer Berg,Cafe,67dbb81b1eaac0167b91bbbc,ChIJKY0UIBtSqEcRt5V4KoYlcYM,Kiez Kaffee Kraft,Cafe,OPERATIONAL,Open
Kif,Sukhumvit,Cafe,674b37a0a680442a2a7da64a,ChIJ4QGle8Sf4jARXb8JwZrV9eQ,KIF,Cafe,CLOSED_PERMANENTLY,PERMANENTLY CLOSED
Kinoa Clean Eating,Pererenan,Cafe,6613fb7f7e56a77ee72e1d72,ChIJxalnKHE40i0RzS88Jn5sPR8,Kinoa Pererenan,Restaurant,OPERATIONAL,Open
Kismet,Ubud,Cafe,65fa86d0e0379bf78d5247be,ChIJaZ8GNJ890i0R8mupcbXg2cM,Kismet Bar & Kitchen,Bar,OPERATIONAL,Open
Klaire - Coffee & Brunch,Phra Nakhon,Cafe,674b37a0d50b5fd22bcfeff6,ChIJr7j8GheZ4jARiNWjGqP4_KU,KLAIRE - Coffee & Brunch,Brunch restaurant,OPERATIONAL,Open
Kleines Cafe,Innere Stadt,Cafe,6676cf0629de5e0a4761112c,ChIJHSt-WZ4HbUcRXXl2amYnv1E,Kleines Café,Cafe,OPERATIONAL,Open
Klippkroog,Altona,Cafe,67dbb8254b90ebc1123ca8e9,ChIJV2VGD4iFsUcR5YhCEh5L3HU,Klippkroog,Cafe,OPERATIONAL,Open
KoHub,Long Beach,Coworking Space,67d509dbb3b07aef0c3584a2,ChIJ49oAH2ADTjARwCkDJRp-mlc,KoHub,Coworking space,CLOSED_TEMPORARILY,Temporarily closed
"Kopi Kota, Buduk",Dalung,Cafe,67a956442fd30ee1c7c86cfd,ChIJRbiC_Rw50i0RedJY1Mx3CEA,Kopikota Bali,Cafe,OPERATIONAL,Open
Kopi Pangeran,Ubud,Cafe,65fa86d0e0379bf78d5247bf,ChIJwcmKJRU90i0RbrIUc4kRWyY,Kopi Pangeran Ubud,Coffee Shop,OPERATIONAL,Open
Kopi Susu,Gili Air,Cafe,6613fb813e12203aa057311a,ChIJZaeeKg_dzS0RKVEDAaov-Dw,Kopi Susu Gili Air,Brunch Restaurant,OPERATIONAL,Open
Kozpont,District 7,Cafe,67dbb81da4e8954f6bec5797,ChIJtzkEAGrcQUcRgcggJP56f34,Központ,Coffee shop,OPERATIONAL,Open
Kropka,Eimsbuettel,Cafe,67dbb825e400d4eb3b3db10e,ChIJ3Q7FBE2PsUcRYQ3yGcK6zsM,Kropkå,Cafe,OPERATIONAL,Open
Kybelle Cafe,Shoreditch,Cafe,67d0057fe660a8c7f2a6db6e,ChIJQb40l58ddkgRFbn9VWcLMJA,Kybelle Cafe,Brunch restaurant,OPERATIONAL,Open
Kynd Canggu,Canggu,Cafe,65fa86d0e0379bf78d5245a2,ChIJpVHyY3RH0i0RnKcfxgLUYgw,KYND COMMUNITY CANGGU,Vegetarian Restaurant,OPERATIONAL,Open
Kyso Cafe,Obergiesing-Fasangarten,Cafe,66c1ffe65f02084760873cd9,ChIJ5WKsQCffnUcRcyKoP7y0dvc,Kyso Café,Cafe,OPERATIONAL,Open
Käthe Kaffee Oldenburg,Oldenburg,Cafe,6749620ea56284c241daf68e,ChIJNwcd5gTftkcRfK_B9tQk47U,Käthe Kaffee Oldenburg,Cafe,OPERATIONAL,Open
L'ATELIER / PRAIA,Praia,Cafe,676736d01376786f173b888e,ChIJifjh7g6ZNQkRtnI2Riz6urk,L'ATELIER / PRAIA,Restaurant,OPERATIONAL,Open
LABS 90 High Holborn,Holborn,Coworking Space,6809d001744673d0e5f5a887,ChIJ7awT0SYbdkgRqIgHCXDFZdw,LABS 90 High Holborn,Real estate agency,OPERATIONAL,Open
LABS Atrium,Camden Town,Coworking Space,6809cff9b0476ee3035a45f2,ChIJ9ZOaE-QadkgRAEG1Zx871vw,LABS Atrium,Real estate agency,OPERATIONAL,Open
LABS Hawley Lock,Camden Town,Coworking Space,6809cff8369276b84696299c,ChIJp-zMuKIbdkgR_zyM4KBsz-s,LABS Hawley Lock,Real estate agency,OPERATIONAL,Open
LABS Hogarth House,Holborn,Coworking Space,6809d001e45574f02ae155b3,ChIJ9fDlMCIbdkgRiyuOALS9KLI,LABS Hogarth House,Real estate agency,OPERATIONAL,Open
LABS House,Holborn,Coworking Space,6809d001aaa66b13a54e97d5,ChIJjbgz95YbdkgRdMJVFi1f_7A,LABS House,Real estate agency,OPERATIONAL,Open
LITERAAT | Telliskivi Rahva Raamat,Telliskivi,Cafe,66f857f037d8e0032dee8e45,ChIJ5awqC5iTkkYRLgpDd8zJpeE,LITERAAT | Telliskivi Rahva Raamat,Restaurant,OPERATIONAL,Open
LULU & FLYN El Born,El Born,Cafe,67dbb818e400d4eb3b3d9ebf,ChIJ9WLtIP6ipBIRAKt6mQR5kDU,LULU & FLYN,Coffee shop,OPERATIONAL,Open
LULU & FLYN L'Eixample Dreta,L'Eixample Dreta,Cafe,67dbb8194c69903847e6c1b2,ChIJSWJZDFyjpBIR-KKwq6i7_Gc,LULU & FLYN,Coffee shop,CLOSED_PERMANENTLY,PERMANENTLY CLOSED
La Boulangerie,Sadama,Cafe,67dbb82f504f03ad3bff5070,ChIJreR0XQaTkkYRbx61GFJoUdo,La Boulangerie,Bakery,OPERATIONAL,Open
La Cite,Oltrarno,Cafe,66c9a000229c69b40827033e,ChIJdZCVuaxWKhMRa-mFXI9E4Tc,La Cité,Bistro,OPERATIONAL,Open
La Maison Rose,Montmartre,Cafe,67dbb82c0a49e102711f6ccb,ChIJcw7CFVtu5kcRsmQNutgxuJk,La Maison Rose,French restaurant,OPERATIONAL,Open
La Vaca Coworking Barcelona,Poble Sec,Coworking Space,6809cff42aa4ba2c3edff960,ChIJjbdR42aipBIRxLKXQY3JF0M,La Vaca Coworking Barcelona,Coworking space,OPERATIONAL,Open
Laanta@Lanta cafe,Long Beach,Cafe,67d509daa76aa2b2afcc7a37,ChIJea2bSZ8ETjAR5xi3NFKuayA,Laanta@Lanta cafe,Cafe,OPERATIONAL,Open
Lab.cafe,Old Town,Cafe,66838ea5f95e35cb4812568f,ChIJZQxjcj-uPIgRUHN8eNw1d0s,lab cafe,Coffee Shop,OPERATIONAL,Open
Laie Llibreria Cafe,L’Eixample Dreta,Cafe,6667f39d1b019af7ef755fa6,ChIJP07d6fGipBIR4ffhumY-aLE,Laie Llibreria Cafè,Book Store,OPERATIONAL,Open
Lama Cafe,Lamai,Cafe,67dbb8296de5ed125908b2b2,ChIJV26e34_zVDARjYEL6vUY3hU,Lama Samui,Coffee shop,OPERATIONAL,Open
Lamari Siargao,General Luna,Cafe,67246a3a623c6cfc8f2e2516,ChIJqwAOj7sJBDMRiydeYwQKfRI,Lamari Siargao Boutique Hotel,Hotel,OPERATIONAL,Open
Land Food & Coffee,Funchal,Cafe,67d65594c13128f252cdef69,ChIJ9ZwlSZdhYAwRUcO7ZVkPSmY,Land Food & Coffee,Restaurant,OPERATIONAL,Open
Landmark Office Space - Cavendish Square,Oxford Circus,Coworking Space,67d52fb35057b3fadcd55488,ChIJYT3k3tQadkgRDhrTArdeVKQ,Landmark Office Space - Cavendish Square,Real estate agency,OPERATIONAL,Open
Landmark Office Space - New Cavendish Street,Fitzrovia,Coworking Space,67d52fb37c2c7c93f510505e,ChIJVddPSQAbdkgRUXSv0weg-YE,Landmark Office Space - New Cavendish Street,Corporate office,OPERATIONAL,Open
Lanta Coffee Cup Club,Long Beach,Cafe,67d509da045042941d772bb2,ChIJj_aKtJgETjARQTwN7tXIeug,Lanta Coffee Cup Club,Cafe,OPERATIONAL,Open
Launchpad | Serviced Office,Silom,Coworking Space,67d810204bfa605e2961d41e,ChIJDSfo1s2Y4jARl0aSVZajmn4,Launchpad | Serviced Office | Main branch,Coworking space,OPERATIONAL,Open
Laut Cafe,Kedungu,Cafe,66329147b18df8fdb48f6374,ChIJF4uaSgA30i0RYjRQFu28alM,Cafe LAUT,Vegetarian Restaurant,OPERATIONAL,Open
Lazy Cats Cafe,Ubud,Cafe,65fa86d0e0379bf78d5247b4,ChIJN9yS3j890i0RgnLi_TiV9-w,Lazy Cats Cafe,Vegetarian Restaurant,OPERATIONAL,Open
Le Bajo Bali,Pererenan,Cafe,682f68cd8cb09f6ab7be4838,ChIJ2fbBG8c50i0R9AKYEYPflcc,Le Bajo Bali,Restaurant,OPERATIONAL,Open
Le Café Phénix,Sukhumvit,Cafe,674b37a0a92a17a46dbe3a4e,ChIJRYBiuXif4jAReXAAQeruQIk,Le Café Phénix,Cafe,OPERATIONAL,Open
Le Pain Quotidien,St Pancras International,Cafe,6749620dd55091acf47cbf85,ChIJWTFOqDsbdkgRjLJu7VmP8f4,Le Pain Quotidien,Restaurant,OPERATIONAL,Open
Lemanja Uluwatu,Uluwatu (Bingin),Cafe,660f6e1b495c0226b2266fe9,ChIJU7amM91F0i0R4fQAB5kRzKI,Lemanjá Uluwatu | Cafe | Bar | Coworking | Swimming Pool,Restaurant,OPERATIONAL,Open
Lexias Hostel Workspace Siargao,General Luna,Coworking Space,67246a39a182f8d77ef9a855,ChIJufHgdXgJBDMRfOlVwm2DPig,Lexias Hostel Workspace Siargao,Hostel,OPERATIONAL,Open
Libera Space,Kuta (Bali),Coworking Space,6631c9dba256acf959346886,ChIJrS9-jlBH0i0Re3WYRRk-ecQ,Libera Space Sunset Garden,Coworking Space,OPERATIONAL,Open
Libertine Cocktail Bar at Casa Bonay,L’Eixample Dreta,Cafe,6667f39d468c623366b68c64,ChIJr7EifO-ipBIRxuZT-TQmKhA,Libertine Cocktail Bar at Casa Bonay,Cocktail Bar,OPERATIONAL,Open
Library Cafe,Sukhumvit,Cafe,674b37a0fbc7383b4c994e9a,ChIJswvkcwSf4jARcQc-rIkl4Eo,Library café | ไล-บรา-รี่ คาเฟ่ ปรีดี 26,Cafe,OPERATIONAL,Open
Life Between,Kedungu,Cafe,66329147d668e0e191b0d61d,ChIJsWO_DUc30i0RGktrWtlBzu4,Life Between,Cafe,OPERATIONAL,Open
Likuid Spaces Centre Road,Colombo 2,Coworking Space,67c19548b957326990536b63,ChIJTTdXX1tZ4joR_CnUZNdbB8M,Likuid Spaces,Coworking space,OPERATIONAL,Open
Likuid Spaces Charles Place,Colombo 3,Coworking Space,67dbb822a4e8954f6bec5cb4,ChIJ-VAUR2FZ4joRf9mbdWuFDVM,Likuid Spaces,Coworking space,OPERATIONAL,Open
Linuxx Serviced Offices Emporium,Khlong Toei,Coworking Space,6840bf1f2865edd274230aa8,ChIJ4dQEgwGf4jARAV_PlFAF8C0,Linuxx Serviced Offices Emporium branch,Real estate agency,OPERATIONAL,Open
Linuxx Serviced Offices Vanissa,Lumphini,Coworking Space,6840bf1fccd14459496f7013,ChIJAQAAANee4jARlEjvyaLCaPA,Linuxx Serviced Offices Vanissa branch,Real estate agency,OPERATIONAL,Open
Lisbon-Cowork,Graca,Coworking Space,6809cff65b7d6598c8b425e1,ChIJC9Bfq0IzGQ0R4iDbZ09NUmE,Lisbon-Cowork,Coworking space,OPERATIONAL,Open
Little Cookies,Srithanu,Cafe,6784e211053e82772ef952d6,ChIJGXdi6gv_VDARNKw4SRBXOIc,Little Cookies,Cafe,OPERATIONAL,Open
Littletalks Ubud,Ubud,Cafe,65fa86d0e0379bf78d5247b1,ChIJ7-NvcQg90i0Rd3VFiJBs6xI,Littletalks Ubud,Cafe,OPERATIONAL,Open
Living Room Cafe & Restaurant,Long Beach,Cafe,67d509da32c7e0dc91166b5e,ChIJV6JpCp8ETjARWi8QDGSMsQo,Living Room Cafe & Restaurant,Bakery,OPERATIONAL,Open
Livit Hub Bali,Sanur,Coworking Space,65fa86d0e0379bf78d5245b8,ChIJdaobacpB0i0RPL6ZreX1S5s,Livit Hub - Coworking Space,Coworking Space,OPERATIONAL,Open
Livraria Nho Eugenio,Praia,Cafe,676736d0e55be10dc129f015,ChIJRfSCBPGYNQkRhnY9cqfoLR8,Livraria Nho Eugenio,Cafe,OPERATIONAL,Open
Local Noodle & Cafe,Situbondo,Cafe,6809d00d92fd7d3374c631c4,ChIJcaBxBQAp1y0R2vbrslw8ySc,Local Noodle & Cafe,Coffee shop,OPERATIONAL,Open
Local Stitch Creator Town Seogyo,Hongdae,Coworking Space,66cf5711048af48af52fbe97,ChIJpdWYTMmZfDURvIMh4wEHACk,Local Stitch Creator Town Seogyo,Hotel,OPERATIONAL,Open
Loja do Cha,Funchal,Cafe,67d6559495de9f50158f8a3c,ChIJI08puwhgYAwRPiTt3T2Vre8,Loja do Chá,Restaurant,OPERATIONAL,Open
Lokl Coffee Co,City Centre,Cafe,660f6e1b5593e3cece07071a,ChIJE7jFVtJJzDERgZoAEKorgIA,LOKL Coffee Co,Cafe,OPERATIONAL,Open
Loko Cafe,Berawa,Cafe,65fa86d0e0379bf78d5245ad,ChIJD3zUHIU40i0Rv50WhDLdJho,Ruko Cafe,Restaurant,OPERATIONAL,Open
Lost Weekend,Maxvorstadt,Cafe,66c1ffe65a276f51ed224f38,ChIJl1jXp-x1nkcRWOz1L2XZjOg,Lost Weekend,Cafe,OPERATIONAL,Open
Lost x Found,Jalan Imbi,Cafe,664d01f9a847e150fcf8b603,ChIJ8xCg1Gg3zDERtnrBXDt3Otc,LostxFound Cafe - Best All-Day Breakfast/Brunch in Kuala Lumpur,Coffee Shop,OPERATIONAL,Open
Luka Cafe,Sathon,Cafe,674b37a16541130c2bea45c9,ChIJhXVods6Y4jAR-rsOEBrSXdI,Luka Cafe,Cafe,OPERATIONAL,Open
Lumberjack Cafe,Southwark,Cafe,6809d008744673d0e5f5af59,ChIJ6UMlUn8DdkgRGc_MnuchyyE,Lumberjack Cafe,Coffee shop,OPERATIONAL,Open
Lumen Cafe,District 8,Cafe,66838ea4c9c44ab2cac000d5,ChIJ__9PsCFFE4cRQShZn9RXBF4,Lumen8 Rooftop Social,Restaurant,OPERATIONAL,Open
Lunchroom Borboleta,Nijmegen Centrum,Cafe,67dbb82ce95b63f8187e11de,ChIJAzuXEkIIx0cR-GuPjr8uu3U,Lunchroom Borboleta,Brunch restaurant,OPERATIONAL,Open
Lusa By Suka,Berawa,Cafe,65fa86d0e0379bf78d52459f,ChIJcYpksxVH0i0RCDMFafUy5N4,LUSA Bistro,Restaurant,OPERATIONAL,Open
MATES Coworking,Altstadt-Lehel,Coworking Space,66c1ffe8a92c91bc21116ef0,ChIJdTv5GYh1nkcRvVIR20pJld4,MATES Coworking,Coworking Space,CLOSED_PERMANENTLY,PERMANENTLY CLOSED
MAUI Beach Coworking,Poblenou,Coworking Space,6809cff53d3ee1234b7bd553,ChIJk_pjIGujpBIRDH4DRHwWuMo,MAUI Beach Coworking,Coworking space,OPERATIONAL,Open
MD amed,Amed,Cafe,674339c692db7d9f735ea23d,ChIJER1kZ_OcQIYRLc3S-iaJraU,"The Heart Center Dr Ahmed Ahmed, MD, FSCAI",Doctor,OPERATIONAL,Open
MERON Budapest - Specialty Coffee & Brunch,District 5,Cafe,67dbb81d911faea0a7114d36,ChIJqRv2j73dQUcR9SApVu6zkpE,MERON,Brunch restaurant,OPERATIONAL,Open
MOB Bailen - Coworking and Office Space,L'Eixample Dreta,Coworking Space,6809cff33edc9df7affd035d,ChIJUTho3uSipBIRts-X_zZHkbg,MOB Bailèn - Coworking and Office Space,Coworking space,OPERATIONAL,Open
MUNCHIES,Kuta,Cafe,661735cac336e9d49efc2cb4,ChIJUceQ37tG0i0RyR8bzGCaCiM,Munchies,Diner,OPERATIONAL,Open
Macro Kitchen,Munggu,Cafe,66329146d668e0e191b0d5ba,ChIJ83Ke1kk50i0RZR9VOk02R58,Macro Kitchen,Restaurant,OPERATIONAL,Open
Madal Cafe,District 5,Cafe,67dbb81c6a5db9ee9dddb944,ChIJC15ObUTcQUcRi-7fu1-AU7k,Madal Cafe,Coffee shop,OPERATIONAL,Open
Madal Cafe - Specialty Coffee Shop - Kavezo,District 7,Cafe,67dbb81d43db72ec1064ff30,ChIJM3LYUhHdQUcRape4ZLeptTg,Madal Cafe - Specialty Coffee Shop - Kávézó,Coffee shop,OPERATIONAL,Open
Madame Musur,Phra Nakon,Cafe,674b37a1e6116045f05e6d08,ChIJDfcEY3KZ4jARd76UWwtwXGc,Madame Musur,Thai restaurant,OPERATIONAL,Open
Madeira Friends Hub,Funchal,Coworking Space,68a2fa29da54a513639efb75,ChIJ4a5jC4hhYAwRxNaVp4Kz0ZM,Madeira Friends Hub,Community center,OPERATIONAL,Open
Magic Tea House,Funchal,Cafe,67d6559437ff54b81df3ef20,ChIJl1O8B4lfYAwRpJYo-xYmY20,Magic Tea House,Cafe,OPERATIONAL,Open
Magveto Cafe,District 7,Cafe,66838ea3cc73c29067482ae2,ChIJs_RNtULcQUcRH6opsQgohr8,Magvető Café,Coffee Shop,OPERATIONAL,Open
Maia Coffee Shop,Funchal,Cafe,664fb898b68f409634585694,ChIJI00UEbJhYAwR-KJMXIxeNCY,MaiaCoffeeShop,Cafe,OPERATIONAL,Open
Man vs Machine Muellerstrasse,Munich,Cafe,66c1ffe7788daf37985268f4,ChIJB2FdEV7fnUcRMykYvkgi0us,Man Versus Machine Coffee Roasters,Cafe,OPERATIONAL,Open
Man vs Machine Schellingstrasse,Maxvorstadt,Cafe,66c1ffe602f84885c8de1ba6,ChIJpxNQ4YB1nkcR-o3K1Nde8XU,Man versus Machine Specialty Coffee Roasters & Ceremonial Grade Matcha,Cafe,OPERATIONAL,Open
Mandatina Cafe,Canggu,Cafe,65fa86d0e0379bf78d5245b9,ChIJ9SUd-OY50i0RGj2NT1YPr8Q,Mandatina Cafe Canggu,Cafe,CLOSED_PERMANENTLY,PERMANENTLY CLOSED
Mango Rooftop,Selong Belanak,Cafe,6619cfac606efa5309eaa20b,ChIJofORbZmnzS0RixfDnu4e6i4,Mango Rooftop,Restaurant,OPERATIONAL,Open
Manjerica,Baixa,Cafe,67dbb82921ae962504f3631d,ChIJc5LC0d4zGQ0R4UADe3mmLCQ,Manjerica,Restaurant,OPERATIONAL,Open
Manufact Coffee Roasters,Sternschanze,Cafe,67dbb826504f03ad3bff4b1e,ChIJb8a7b-qPsUcRbRuWE3UQ8KA,Manufact Coffee Roasters,Cafe,CLOSED_PERMANENTLY,PERMANENTLY CLOSED
Mapogu Bali,Uluwatu (Jimbaran),Cafe,65fa86d0e0379bf78d5247a4,ChIJ71ziJPxF0i0Rnzwp1JUXnis,Mapogu Coffee & Eatery,Cafe,OPERATIONAL,Open
Maria Food Hub,Intendente,Cafe,67dbb82ba763429798b83dbc,ChIJPUqD-mIzGQ0RtFrmDzrKHBA,Maria Food Hub,Restaurant,OPERATIONAL,Open
Marquise da Mobler,Principe Real,Cafe,67dbb829a1ea83e165b76ca2,ChIJW6hbw4IzGQ0R8x-AiciAuxw,Marquise da Mobler,Bakery,OPERATIONAL,Open
Masco Coworking Space,George Town,Coworking Space,67dbb82c8db6988b7bc4d2f6,ChIJidMgbZTDSjARWcHtSaOY-lE,Masco Co-working Space,Coworking space,OPERATIONAL,Open
Matsu premium matcha & coffee,Old Town,Cafe,67dbb81c0a49e102711f6300,ChIJ-2vh9emJbEcRHTjyeLcWCOo,Matsu premium matcha & coffee,Cafe,CLOSED_PERMANENTLY,PERMANENTLY CLOSED
Medin Bali Cafe & Coffee,Sanur,Cafe,660f6e1ab2c6a776eb2f4b93,ChIJf_TJSs9B0i0RSdLxDb5OkIU,Medin Bali Cafe & Coffee,Italian Restaurant,OPERATIONAL,Open
Melograno Cafe,Pererenan,Cafe,65fa86d0e0379bf78d5245ba,ChIJp6G0aU450i0RP8xSEY3m-80,Melograno Bali,Coffee Shop,OPERATIONAL,Open
Merch Cafe Amsterdam,Pererenan,Cafe,660f6e1be9567132909c3cbe,ChIJM2buQxA50i0RI9sk11HxSsw,Merch Café Amsterdam,Restaurant,CLOSED_PERMANENTLY,PERMANENTLY CLOSED
Merchants Lane,City Centre,Cafe,664d01f9a2219d8f7a1c5ce8,,,,NOT_FOUND,Not found on Google
